Month,BSC,Province,District,Cluster,Site Name,latitude,longitude,Home Op Customer Count,Comp A Customer Count,Comp B Customer Count,Comp C Customer Count,Comp D Customer Count,Total Customer Count,Home Op Market Share,Comp A Market Share,Comp B Market Share,Comp C Market Share,Comp D Market Share,Market Share
September,Harare North,Harare,Goromonzi,Goromonzi,Crowhill Views,-17.686979,31.169862,583,135,33,56,4,811,71.89,16.65,4.07,6.91,0.49,2
September,Harare North,Harare,Goromonzi,Goromonzi,Goromonzi,-17.8479,31.37507,9655,1712,834,111,5,12317,78.39,13.9,6.77,0.9,0.04,3
September,Harare North,Harare,Goromonzi,Goromonzi,Hatcliffe,-17.65693,31.11009,9448,2045,1085,112,3,12693,74.43,16.11,8.55,0.88,0.02,2
September,Harare North,Harare,Goromonzi,Goromonzi,Sally Mugabe Heights,-17.658251,31.191412,767,197,57,33,1,1055,72.7,18.67,5.4,3.13,0.09,2
September,Harare North,Harare,Goromonzi,Goromonzi,Sally Mugabe Heights,-17.65825,31.19141,7183,1321,544,96,5,9149,78.51,14.44,5.95,1.05,0.05,3
September,Harare North,Harare,Harare,Avenues,Bristol Court,-17.81859,31.03784,541,109,45,42,4,741,73.01,14.71,6.07,5.67,0.54,2
September,Harare North,Harare,Harare,Avenues,Bristol Court,-17.818589,31.037836,140,44,15,5,2,206,67.96,21.36,7.28,2.43,0.97,1
September,Harare North,Harare,Harare,Avenues,Fife Avenue,-17.81873,31.05505,565,140,49,33,5,792,71.34,17.68,6.19,4.17,0.63,2
September,Harare North,Harare,Harare,Avenues,Fife Avenue,-17.818727,31.055053,29,9,6,3,0,47,61.7,19.15,12.77,6.38,0,1
September,Harare North,Harare,Harare,Avenues,Greenwood Heights,-17.81694,31.05624,681,181,56,31,4,953,71.46,18.99,5.88,3.25,0.42,2
September,Harare North,Harare,Harare,Avenues,Greenwood Heights,-17.816939,31.056242,359,96,37,33,2,527,68.12,18.22,7.02,6.26,0.38,1
September,Harare North,Harare,Harare,Avenues,Greenwood Park,-17.81481,31.05982,2050,599,182,111,1,2943,69.66,20.35,6.18,3.77,0.03,1
September,Harare North,Harare,Harare,Avenues,Harare Sports Club,-17.814486,31.051602,1127,276,118,62,1,1584,71.15,17.42,7.45,3.91,0.06,2
September,Harare North,Harare,Harare,Avenues,Harland Court,-17.81947,31.05159,1255,280,108,113,2,1758,71.39,15.93,6.14,6.43,0.11,2
September,Harare North,Harare,Harare,Avenues,Hilton,-17.817864,31.041293,668,152,50,53,4,927,72.06,16.4,5.39,5.72,0.43,2
September,Harare North,Harare,Harare,Avenues,Hilton,-17.81786,31.04129,1539,347,141,112,11,2150,71.58,16.14,6.56,5.21,0.51,2
September,Harare North,Harare,Harare,Avenues,Killarney,-17.81808,31.06021,818,208,80,66,1,1173,69.74,17.73,6.82,5.63,0.09,1
September,Harare North,Harare,Harare,Avenues,Killarney,-17.818075,31.060205,433,96,39,42,3,613,70.64,15.66,6.36,6.85,0.49,2
September,Harare North,Harare,Harare,Avenues,Montague,-17.81805,31.04855,1282,314,103,117,8,1824,70.29,17.21,5.65,6.41,0.44,2
September,Harare North,Harare,Harare,Avenues,Montague,-17.818047,31.048547,483,135,33,48,4,703,68.71,19.2,4.69,6.83,0.57,1
September,Harare North,Harare,Harare,Avenues,Montague Heights,-17.81958,31.04131,1035,247,102,78,6,1468,70.5,16.83,6.95,5.31,0.41,2
September,Harare North,Harare,Harare,Avenues,Montague Heights,-17.819576,31.041312,234,51,18,22,1,326,71.78,15.64,5.52,6.75,0.31,2
September,Harare North,Harare,Harare,Avenues,Natwitch Court,-17.82007,31.04282,1225,264,85,64,7,1645,74.47,16.05,5.17,3.89,0.43,2
September,Harare North,Harare,Harare,Avenues,Natwitch Court,-17.820065,31.042816,210,53,18,16,2,299,70.23,17.73,6.02,5.35,0.67,2
September,Harare North,Harare,Harare,Avenues,Northcliffe,-17.81697,31.044627,489,116,34,35,1,675,72.44,17.19,5.04,5.19,0.15,2
September,Harare North,Harare,Harare,Avenues,Northcliffe,-17.81697,31.04463,973,271,96,53,2,1395,69.75,19.43,6.88,3.8,0.14,1
September,Harare North,Harare,Harare,Avenues,Norton Manor,-17.821021,31.047521,243,64,15,22,1,345,70.43,18.55,4.35,6.38,0.29,2
September,Harare North,Harare,Harare,Avenues,Norton Manor,-17.82102,31.04752,1568,349,124,112,1,2154,72.79,16.2,5.76,5.2,0.05,2
September,Harare North,Harare,Harare,Avenues,Roma Court,-17.82238,31.04,1328,323,150,93,8,1902,69.82,16.98,7.89,4.89,0.42,1
September,Harare North,Harare,Harare,Avenues,Roma Court,-17.822378,31.04,335,83,23,33,2,476,70.38,17.44,4.83,6.93,0.42,2
September,Harare North,Harare,Harare,Avenues,Warwick House,-17.81602,31.05261,843,211,78,64,1,1197,70.43,17.63,6.52,5.35,0.08,2
September,Harare North,Harare,Harare,Avenues,Warwick House,-17.816019,31.052608,453,85,32,34,2,606,74.75,14.03,5.28,5.61,0.33,2
September,Harare North,Harare,Harare,Avenues,Worverton,-17.822763,31.042891,142,30,11,6,1,190,74.74,15.79,5.79,3.16,0.53,2
September,Harare North,Harare,Harare,Avenues,Worverton,-17.82276,31.04289,991,248,81,38,4,1362,72.76,18.21,5.95,2.79,0.29,2
September,Harare North,Harare,Harare,Avondale,Alex Park,-17.79111,31.05444,1794,438,145,175,15,2567,69.89,17.06,5.65,6.82,0.58,1
September,Harare North,Harare,Harare,Avondale,Avondale,-17.806194,31.03886,86,13,7,12,2,120,71.67,10.83,5.83,10,1.67,2
September,Harare North,Harare,Harare,Avondale,Avondale,-17.80619,31.03886,1941,416,172,164,13,2706,71.73,15.37,6.36,6.06,0.48,2
September,Harare North,Harare,Harare,Avondale,Avondale Monmounth Rd,-17.78296,31.02976,1018,221,93,135,2,1469,69.3,15.04,6.33,9.19,0.14,1
September,Harare North,Harare,Harare,Avondale,Avondale Ridge Road,-17.796752,31.03288,615,143,53,92,3,906,67.88,15.78,5.85,10.15,0.33,1
September,Harare North,Harare,Harare,Avondale,Avondale Ridge Road,-17.79675,31.03288,1688,334,144,154,7,2327,72.54,14.35,6.19,6.62,0.3,2
September,Harare North,Harare,Harare,Avondale,Avondale Shops,-17.8021,31.03867,1682,271,117,83,8,2161,77.83,12.54,5.41,3.84,0.37,3
September,Harare North,Harare,Harare,Avondale,Avondale Shops,-17.802098,31.038668,816,181,62,128,8,1195,68.28,15.15,5.19,10.71,0.67,1
September,Harare North,Harare,Harare,Avondale,Avondale West,-17.789983,31.032198,637,155,40,115,7,954,66.77,16.25,4.19,12.05,0.73,1
September,Harare North,Harare,Harare,Avondale,Avondale West,-17.78998,31.0322,1232,240,107,94,10,1683,73.2,14.26,6.36,5.59,0.59,2
September,Harare North,Harare,Harare,Avondale,Avondale West 2,-17.78534,31.02057,3394,691,299,309,12,4705,72.14,14.69,6.35,6.57,0.26,2
September,Harare North,Harare,Harare,Avondale,Belgravia,-17.797224,31.04506,123,17,10,18,1,169,72.78,10.06,5.92,10.65,0.59,2
September,Harare North,Harare,Harare,Avondale,Belgravia,-17.79722,31.04506,848,210,87,70,2,1217,69.68,17.26,7.15,5.75,0.16,1
September,Harare North,Harare,Harare,Avondale,Belgravia Shops,-17.79283,31.04407,2221,468,173,241,11,3114,71.32,15.03,5.56,7.74,0.35,2
September,Harare North,Harare,Harare,Avondale,Gunhill A,-17.7949,31.06862,716,220,80,40,0,1056,67.8,20.83,7.58,3.79,0,1
September,Harare North,Harare,Harare,Avondale,Gunhill B,-17.79765,31.07327,348,58,32,42,2,482,72.2,12.03,6.64,8.71,0.41,2
September,Harare North,Harare,Harare,Avondale,Gunhill D,-17.7905,31.06887,224,40,22,23,0,309,72.49,12.94,7.12,7.44,0,2
September,Harare North,Harare,Harare,Avondale,Gunhill E,-17.79376,31.07177,383,89,33,33,2,540,70.93,16.48,6.11,6.11,0.37,2
September,Harare North,Harare,Harare,Avondale,Kensington Harare,-17.80754,31.03252,2649,510,207,297,15,3678,72.02,13.87,5.63,8.08,0.41,2
September,Harare North,Harare,Harare,Avondale,Parirenyatwa,-17.81245,31.04234,584,137,54,27,2,804,72.64,17.04,6.72,3.36,0.25,2
September,Harare North,Harare,Harare,Avondale,St Georges College,-17.80086,31.05886,518,166,45,26,2,757,68.43,21.93,5.94,3.43,0.26,1
September,Harare North,Harare,Harare,Avondale,St Georges College,-17.800859,31.05886,96,36,7,11,0,150,64,24,4.67,7.33,0,1
September,Harare North,Harare,Harare,Avondale,Strathaven,-17.79344,31.02084,1343,265,119,129,9,1865,72.01,14.21,6.38,6.92,0.48,2
September,Harare North,Harare,Harare,Avondale,Strathaven,-17.793439,31.020836,535,108,50,99,6,798,67.04,13.53,6.27,12.41,0.75,1
September,Harare North,Harare,Harare,Avondale,UZ Medical School,-17.80917,31.04278,2015,541,175,173,7,2911,69.22,18.58,6.01,5.94,0.24,1
September,Harare North,Harare,Harare,Belvedere,Belvedere,-17.82038,31.02333,983,184,91,116,2,1376,71.44,13.37,6.61,8.43,0.15,2
September,Harare North,Harare,Harare,Belvedere,Belvedere,-17.820375,31.023326,443,79,36,82,2,642,69,12.31,5.61,12.77,0.31,1
September,Harare North,Harare,Harare,Belvedere,Belvedere Flats,-17.82608,31.02789,2127,529,216,124,4,3000,70.9,17.63,7.2,4.13,0.13,2
September,Harare North,Harare,Harare,Belvedere,Belvedere Mutley Road,-17.818122,31.009561,365,74,29,57,1,526,69.39,14.07,5.51,10.84,0.19,1
September,Harare North,Harare,Harare,Belvedere,Belvedere Mutley Road,-17.81812,31.00956,764,161,84,56,2,1067,71.6,15.09,7.87,5.25,0.19,2
September,Harare North,Harare,Harare,Belvedere,Belvedere North,-17.82855,31.024237,243,58,20,23,2,346,70.23,16.76,5.78,6.65,0.58,2
September,Harare North,Harare,Harare,Belvedere,Belvedere North,-17.82855,31.02424,831,212,106,50,0,1199,69.31,17.68,8.84,4.17,0,1
September,Harare North,Harare,Harare,Belvedere,Bisley Circle,-17.8233,31.01033,1835,387,183,154,5,2564,71.57,15.09,7.14,6.01,0.2,2
September,Harare North,Harare,Harare,Belvedere,Bisley Circle,-17.823299,31.010328,327,71,31,40,3,472,69.28,15.04,6.57,8.47,0.64,1
September,Harare North,Harare,Harare,Belvedere,Harare Polytechnic 2,-17.82438,31.03856,558,188,48,14,4,812,68.72,23.15,5.91,1.72,0.49,1
September,Harare North,Harare,Harare,Belvedere,Harare Show Grounds,-17.83026,31.02855,126,31,7,3,0,167,75.45,18.56,4.19,1.8,0,3
September,Harare North,Harare,Harare,Belvedere,Harare Show Grounds 2,-17.83277,31.02822,815,188,73,49,1,1126,72.38,16.7,6.48,4.35,0.09,2
September,Harare North,Harare,Harare,Belvedere,Harare Show Grounds 2,-17.832767,31.028221,54,9,11,6,0,80,67.5,11.25,13.75,7.5,0,1
September,Harare North,Harare,Harare,Belvedere,Milton Park,-17.818584,31.03136,286,71,29,37,1,424,67.45,16.75,6.84,8.73,0.24,1
September,Harare North,Harare,Harare,Belvedere,Milton Park,-17.81858,31.03136,1155,233,113,93,7,1601,72.14,14.55,7.06,5.81,0.44,2
September,Harare North,Harare,Harare,Belvedere,Polytechnic,-17.828383,31.034859,182,56,19,4,0,261,69.73,21.46,7.28,1.53,0,1
September,Harare North,Harare,Harare,Belvedere,Polytechnic,-17.82838,31.03486,902,252,88,29,2,1273,70.86,19.8,6.91,2.28,0.16,2
September,Harare North,Harare,Harare,Belvedere,Rainbow Towers,-17.83115,31.03569,495,97,30,15,0,637,77.71,15.23,4.71,2.35,0,3
September,Harare North,Harare,Harare,Belvedere,Rainbow Towers,-17.83115,31.035694,33,9,1,2,1,46,71.74,19.57,2.17,4.35,2.17,2
September,Harare North,Harare,Harare,Belvedere,Rainbow Towers IBS,-17.83115,31.03569,173,49,8,16,0,246,70.33,19.92,3.25,6.5,0,2
September,Harare North,Harare,Harare,Belvedere,Ridgeview Primary School,-17.81456,31.01504,2003,441,225,115,3,2787,71.87,15.82,8.07,4.13,0.11,2
September,Harare North,Harare,Harare,Belvedere,Ridgeview Primary School,-17.814558,31.015042,835,169,73,98,10,1185,70.46,14.26,6.16,8.27,0.84,2
September,Harare North,Harare,Harare,Belvedere,Rotten Row,-17.83646,31.03729,452,111,49,23,0,635,71.18,17.48,7.72,3.62,0,2
September,Harare North,Harare,Harare,Belvedere,Rotten Row,-17.836458,31.037288,7,1,3,0,0,11,63.64,9.09,27.27,0,0,1
September,Harare North,Harare,Harare,Belvedere,Strathaven 2 ,-17.80268,31.02598,2093,478,175,127,5,2878,72.72,16.61,6.08,4.41,0.17,2
September,Harare North,Harare,Harare,Belvedere,Strathaven 2 ,-17.802679,31.025982,543,132,36,94,3,808,67.2,16.34,4.46,11.63,0.37,1
September,Harare North,Harare,Harare,Belvedere,ZESA Training Centre,-17.845903,31.002205,138,45,13,14,1,211,65.4,21.33,6.16,6.64,0.47,1
September,Harare North,Harare,Harare,Belvedere,ZESA Training Centre,-17.8459,31.00221,1998,509,173,116,4,2800,71.36,18.18,6.18,4.14,0.14,2
September,Harare North,Harare,Harare,Belvedere,Zesa Metering Centre,-17.83938,31.03186,1927,405,194,87,2,2615,73.69,15.49,7.42,3.33,0.08,2
September,Harare North,Harare,Harare,Belvedere,Zesa Metering Centre,-17.839378,31.031862,46,10,5,5,0,66,69.7,15.15,7.58,7.58,0,1
September,Harare North,Harare,Harare,Borrowdale,Ballantyne Park,-17.773034,31.099762,262,51,20,75,3,411,63.75,12.41,4.87,18.25,0.73,1
September,Harare North,Harare,Harare,Borrowdale,Ballantyne Park,-17.77303,31.09976,1233,226,113,115,1,1688,73.05,13.39,6.69,6.81,0.06,2
September,Harare North,Harare,Harare,Borrowdale,Borrowdale Brooke,-17.701084,31.171281,425,75,24,69,1,594,71.55,12.63,4.04,11.62,0.17,2
September,Harare North,Harare,Harare,Borrowdale,Borrowdale Brooke,-17.70108,31.17128,1497,302,124,42,0,1965,76.18,15.37,6.31,2.14,0,3
September,Harare North,Harare,Harare,Borrowdale,Borrowdale Brooke 2,-17.72569,31.14108,4324,831,352,365,12,5884,73.49,14.12,5.98,6.2,0.2,2
September,Harare North,Harare,Harare,Borrowdale,Borrowdale Hedsor Road,-17.72772,31.10767,2080,452,209,110,4,2855,72.85,15.83,7.32,3.85,0.14,2
September,Harare North,Harare,Harare,Borrowdale,Borrowdale Hedsor Road,-17.727716,31.107672,356,62,25,46,6,495,71.92,12.53,5.05,9.29,1.21,2
September,Harare North,Harare,Harare,Borrowdale,Borrowdale Kingsmead,-17.7611,31.10111,1802,316,154,142,10,2424,74.34,13.04,6.35,5.86,0.41,2
September,Harare North,Harare,Harare,Borrowdale,Borrowdale Kingsmead,-17.761099,31.101113,455,90,20,129,6,700,65,12.86,2.86,18.43,0.86,1
September,Harare North,Harare,Harare,Borrowdale,Borrowdale Piers Rd,-17.754033,31.108786,722,134,47,137,3,1043,69.22,12.85,4.51,13.14,0.29,1
September,Harare North,Harare,Harare,Borrowdale,Borrowdale Piers Rd,-17.75403,31.10879,441,70,26,53,2,592,74.49,11.82,4.39,8.95,0.34,2
September,Harare North,Harare,Harare,Borrowdale,Borrowdale Piers rd,-17.75403,31.10879,929,176,79,56,1,1241,74.86,14.18,6.37,4.51,0.08,2
September,Harare North,Harare,Harare,Borrowdale,Chiltren Hills,-17.73694,31.17417,1086,211,83,93,6,1479,73.43,14.27,5.61,6.29,0.41,2
September,Harare North,Harare,Harare,Borrowdale,Chisipite Oriel Boys,-17.781773,31.121891,936,157,54,206,12,1365,68.57,11.5,3.96,15.09,0.88,1
September,Harare North,Harare,Harare,Borrowdale,Chisipite Oriel Boys,-17.78177,31.12189,1922,333,144,124,6,2529,76,13.17,5.69,4.9,0.24,3
September,Harare North,Harare,Harare,Borrowdale,Colne Valley,-17.779461,31.1042,549,102,32,138,7,828,66.3,12.32,3.86,16.67,0.85,1
September,Harare North,Harare,Harare,Borrowdale,Colne Valley,-17.77946,31.1042,3932,736,343,370,13,5394,72.9,13.64,6.36,6.86,0.24,2
September,Harare North,Harare,Harare,Borrowdale,Cumii Newlands MICRO,-17.80909,31.080235,24,8,0,2,0,34,70.59,23.53,0,5.88,0,2
September,Harare North,Harare,Harare,Borrowdale,Glenara Country Club,-17.80967,31.09434,606,147,51,29,0,833,72.75,17.65,6.12,3.48,0,2
September,Harare North,Harare,Harare,Borrowdale,Glenara Country Club,-17.80967,31.094344,175,43,15,19,0,252,69.44,17.06,5.95,7.54,0,1
September,Harare North,Harare,Harare,Borrowdale,Glenlorne,-17.747534,31.14831,429,109,34,56,5,633,67.77,17.22,5.37,8.85,0.79,1
September,Harare North,Harare,Harare,Borrowdale,Glenlorne,-17.74753,31.14831,2703,550,212,114,6,3585,75.4,15.34,5.91,3.18,0.17,3
September,Harare North,Harare,Harare,Borrowdale,Glenlorne 2,-17.74641,31.18289,2877,470,246,76,5,3674,78.31,12.79,6.7,2.07,0.14,3
September,Harare North,Harare,Harare,Borrowdale,Glenlorne 2,-17.746407,31.182889,375,58,29,46,1,509,73.67,11.39,5.7,9.04,0.2,2
September,Harare North,Harare,Harare,Borrowdale,Glenwood,-17.75503,31.15949,3560,722,246,187,16,4731,75.25,15.26,5.2,3.95,0.34,3
September,Harare North,Harare,Harare,Borrowdale,Grange,-17.770162,31.13632,835,208,64,141,8,1256,66.48,16.56,5.1,11.23,0.64,1
September,Harare North,Harare,Harare,Borrowdale,Grange,-17.77016,31.13632,2513,516,221,125,9,3384,74.26,15.25,6.53,3.69,0.27,2
September,Harare North,Harare,Harare,Borrowdale,Greystone Park,-17.74671,31.12026,1447,304,143,136,6,2036,71.07,14.93,7.02,6.68,0.29,2
September,Harare North,Harare,Harare,Borrowdale,Greystone Park,-17.746709,31.120264,284,75,32,68,3,462,61.47,16.23,6.93,14.72,0.65,1
September,Harare North,Harare,Harare,Borrowdale,Greystone Park 2,-17.752811,31.128419,741,143,41,126,8,1059,69.97,13.5,3.87,11.9,0.76,1
September,Harare North,Harare,Harare,Borrowdale,Greystone Park 2,-17.75281,31.12842,1413,306,123,116,3,1961,72.06,15.6,6.27,5.92,0.15,2
September,Harare North,Harare,Harare,Borrowdale,Helensvale 2,-17.7405,31.14106,1597,309,139,124,3,2172,73.53,14.23,6.4,5.71,0.14,2
September,Harare North,Harare,Harare,Borrowdale,Hellensvale,-17.73352,31.119016,446,92,21,68,2,629,70.91,14.63,3.34,10.81,0.32,2
September,Harare North,Harare,Harare,Borrowdale,Hellensvale,-17.73352,31.11902,1434,297,130,103,7,1971,72.75,15.07,6.6,5.23,0.36,2
September,Harare North,Harare,Harare,Borrowdale,Hellensvale Shops,-17.736311,31.10253,765,192,69,132,4,1162,65.83,16.52,5.94,11.36,0.34,1
September,Harare North,Harare,Harare,Borrowdale,Hellensvale Shops,-17.73631,31.10253,2714,555,232,141,2,3644,74.48,15.23,6.37,3.87,0.05,2
September,Harare North,Harare,Harare,Borrowdale,Highlands,-17.797411,31.096897,154,24,15,18,0,211,72.99,11.37,7.11,8.53,0,2
September,Harare North,Harare,Harare,Borrowdale,Highlands,-17.79741,31.0969,2433,506,209,190,13,3351,72.61,15.1,6.24,5.67,0.39,2
September,Harare North,Harare,Harare,Borrowdale,Highlands Exchange,-17.809874,31.10772,502,109,29,109,6,755,66.49,14.44,3.84,14.44,0.79,1
September,Harare North,Harare,Harare,Borrowdale,Highlands Exchange,-17.80987,31.10772,1017,236,85,94,2,1434,70.92,16.46,5.93,6.56,0.14,2
September,Harare North,Harare,Harare,Borrowdale,Hogerty Hill,-17.705121,31.124383,408,103,24,85,4,624,65.38,16.51,3.85,13.62,0.64,1
September,Harare North,Harare,Harare,Borrowdale,Hogerty Hill,-17.70512,31.12438,2657,509,263,137,7,3573,74.36,14.25,7.36,3.83,0.2,2
September,Harare North,Harare,Harare,Borrowdale,Kenilworth,-17.760334,31.12011,150,26,12,28,2,218,68.81,11.93,5.5,12.84,0.92,1
September,Harare North,Harare,Harare,Borrowdale,Kenilworth,-17.76033,31.12011,2779,612,201,157,4,3753,74.05,16.31,5.36,4.18,0.11,2
September,Harare North,Harare,Harare,Borrowdale,Newlands,-17.80759,31.07455,5082,1526,482,275,13,7378,68.88,20.68,6.53,3.73,0.18,1
September,Harare North,Harare,Harare,Borrowdale,Newlands,-17.807588,31.074547,795,233,70,71,3,1172,67.83,19.88,5.97,6.06,0.26,1
September,Harare North,Harare,Harare,Borrowdale,Newlands 2,-17.80894,31.08862,2139,486,167,195,5,2992,71.49,16.24,5.58,6.52,0.17,2
September,Harare North,Harare,Harare,Borrowdale,Northridge Park,-17.77759,31.09103,826,181,72,97,5,1181,69.94,15.33,6.1,8.21,0.42,1
September,Harare North,Harare,Harare,Borrowdale,Philadelphia,-17.713751,31.120504,744,138,47,132,5,1066,69.79,12.95,4.41,12.38,0.47,1
September,Harare North,Harare,Harare,Borrowdale,Philadelphia,-17.71375,31.1205,699,148,62,36,2,947,73.81,15.63,6.55,3.8,0.21,2
September,Harare North,Harare,Harare,Borrowdale,Pockets Hill,-17.789834,31.09044,821,156,50,195,5,1227,66.91,12.71,4.07,15.89,0.41,1
September,Harare North,Harare,Harare,Borrowdale,Pockets Hill,-17.78983,31.09044,1229,224,121,84,6,1664,73.86,13.46,7.27,5.05,0.36,2
September,Harare North,Harare,Harare,Borrowdale,Quinnington,-17.72574,31.1239,1685,355,159,122,5,2326,72.44,15.26,6.84,5.25,0.21,2
September,Harare North,Harare,Harare,Borrowdale,Quinnington,-17.725738,31.123901,524,111,45,77,1,758,69.13,14.64,5.94,10.16,0.13,1
September,Harare North,Harare,Harare,Borrowdale,Rhodesville,-17.823894,31.09603,341,79,38,67,5,530,64.34,14.91,7.17,12.64,0.94,1
September,Harare North,Harare,Harare,Borrowdale,Rhodesville,-17.82389,31.09603,2260,496,208,204,10,3178,71.11,15.61,6.54,6.42,0.31,2
September,Harare North,Harare,Harare,Borrowdale,Rolf Valley,-17.77078,31.1087,1473,258,119,147,6,2003,73.54,12.88,5.94,7.34,0.3,2
September,Harare North,Harare,Harare,Borrowdale,Runnivale,-17.807754,31.10019,272,46,17,60,3,398,68.34,11.56,4.27,15.08,0.75,1
September,Harare North,Harare,Harare,Borrowdale,Runnivale,-17.80775,31.10019,1380,289,126,77,3,1875,73.6,15.41,6.72,4.11,0.16,2
September,Harare North,Harare,Harare,Dzivarasekwa,Dzivarasekwa Extension,-17.78579,30.91356,19632,4156,1720,201,9,25718,76.34,16.16,6.69,0.78,0.03,3
September,Harare North,Harare,Harare,Dzivarasekwa,Dzivarasekwa Extension,-17.785785,30.91356,2134,549,181,40,5,2909,73.36,18.87,6.22,1.38,0.17,2
September,Harare North,Harare,Harare,Dzivarasekwa,Dzivarasekwa Main,-17.80497,30.93092,13481,2812,1615,180,3,18091,74.52,15.54,8.93,0.99,0.02,2
September,Harare North,Harare,Harare,Dzivarasekwa,Dzivarasekwa Main,-17.804966,30.930921,1144,296,134,40,0,1614,70.88,18.34,8.3,2.48,0,2
September,Harare North,Harare,Harare,Dzivarasekwa,Dzivarasekwa No 1 School,-17.81299,30.92269,8342,1820,1012,120,5,11299,73.83,16.11,8.96,1.06,0.04,2
September,Harare North,Harare,Harare,Dzivarasekwa,Dzivarasekwa No 1 School,-17.812985,30.922685,1128,256,130,30,4,1548,72.87,16.54,8.4,1.94,0.26,2
September,Harare North,Harare,Harare,Dzivarasekwa,Dzivarasekwa No 5 School,-17.79584,30.93,6913,1304,857,79,2,9155,75.51,14.24,9.36,0.86,0.02,3
September,Harare North,Harare,Harare,Dzivarasekwa,Dzivarasekwa No 5 School,-17.795835,30.93,399,84,55,7,0,545,73.21,15.41,10.09,1.28,0,2
September,Harare North,Harare,Harare,Dzivarasekwa,Kuwadzana Main,-17.81414,30.9405,8234,1850,938,146,6,11174,73.69,16.56,8.39,1.31,0.05,2
September,Harare North,Harare,Harare,Dzivarasekwa,Kuwadzana Main,-17.814135,30.940499,959,241,121,28,0,1349,71.09,17.87,8.97,2.08,0,2
September,Harare North,Harare,Harare,Dzivarasekwa,Tynwald North,-17.78069,30.9367,4474,1117,379,106,2,6078,73.61,18.38,6.24,1.74,0.03,2
September,Harare North,Harare,Harare,Dzivarasekwa,Tynwald South,-17.80578,30.94473,7744,1609,849,115,7,10324,75.01,15.59,8.22,1.11,0.07,3
September,Harare North,Harare,Harare,Dzivarasekwa,Tynwald South,-17.805779,30.944734,1231,283,126,36,0,1676,73.45,16.89,7.52,2.15,0,2
September,Harare North,Harare,Harare,Goromonzi,Crowhill Views,-17.68698,31.16986,4725,976,402,100,3,6206,76.14,15.73,6.48,1.61,0.05,3
September,Harare North,Harare,Harare,Greendale,Amby Post office,-17.84021,31.11253,4550,871,436,214,12,6083,74.8,14.32,7.17,3.52,0.2,2
September,Harare North,Harare,Harare,Greendale,Amby Post office,-17.840209,31.112531,708,188,69,35,3,1003,70.59,18.74,6.88,3.49,0.3,2
September,Harare North,Harare,Harare,Greendale,Athlone,-17.826894,31.12511,674,159,55,56,2,946,71.25,16.81,5.81,5.92,0.21,2
September,Harare North,Harare,Harare,Greendale,Athlone,-17.82689,31.12511,2333,558,217,112,12,3232,72.18,17.26,6.71,3.47,0.37,2
September,Harare North,Harare,Harare,Greendale,Chisipite 2,-17.79077,31.131,2651,511,219,198,11,3590,73.84,14.23,6.1,5.52,0.31,2
September,Harare North,Harare,Harare,Greendale,Chisipite 2,-17.790767,31.131,686,129,40,131,2,988,69.43,13.06,4.05,13.26,0.2,1
September,Harare North,Harare,Harare,Greendale,Courtney Selous,-17.813191,31.128996,589,127,34,76,5,831,70.88,15.28,4.09,9.15,0.6,2
September,Harare North,Harare,Harare,Greendale,Courtney Selous,-17.81319,31.129,3537,734,306,222,10,4809,73.55,15.26,6.36,4.62,0.21,2
September,Harare North,Harare,Harare,Greendale,Dawnhill,-17.821414,31.11351,454,92,34,61,7,648,70.06,14.2,5.25,9.41,1.08,2
September,Harare North,Harare,Harare,Greendale,Dawnhill,-17.82141,31.11351,1558,325,131,93,7,2114,73.7,15.37,6.2,4.4,0.33,2
September,Harare North,Harare,Harare,Greendale,Greendale,-17.80143,31.11895,699,145,60,49,1,954,73.27,15.2,6.29,5.14,0.1,2
September,Harare North,Harare,Harare,Greendale,Greendale,-17.801429,31.118948,778,150,59,114,6,1107,70.28,13.55,5.33,10.3,0.54,2
September,Harare North,Harare,Harare,Greendale,Greengrove,-17.83394,31.13555,1765,411,162,104,11,2453,71.95,16.75,6.6,4.24,0.45,2
September,Harare North,Harare,Harare,Greendale,Kamfinsa Shops,-17.80562,31.12237,2228,487,182,159,3,3059,72.83,15.92,5.95,5.2,0.1,2
September,Harare North,Harare,Harare,Greendale,Kamfinsa Shops,-17.805615,31.122373,629,156,42,109,10,946,66.49,16.49,4.44,11.52,1.06,1
September,Harare North,Harare,Harare,Greendale,Letombo Park,-17.83593,31.1184,2089,473,189,89,6,2846,73.4,16.62,6.64,3.13,0.21,2
September,Harare North,Harare,Harare,Greendale,Letombo Park,-17.835926,31.118398,384,95,36,29,0,544,70.59,17.46,6.62,5.33,0,2
September,Harare North,Harare,Harare,Greendale,Mandara,-17.794744,31.155243,440,97,38,62,4,641,68.64,15.13,5.93,9.67,0.62,1
September,Harare North,Harare,Harare,Greendale,Mandara,-17.79474,31.15524,2831,567,228,144,6,3776,74.97,15.02,6.04,3.81,0.16,2
September,Harare North,Harare,Harare,Greendale,Mandara Shops,-17.79417,31.14306,1835,439,147,154,9,2584,71.01,16.99,5.69,5.96,0.35,2
September,Harare North,Harare,Harare,Greendale,Mandara Water Tanks,-17.809362,31.154294,1174,359,85,104,9,1731,67.82,20.74,4.91,6.01,0.52,1
September,Harare North,Harare,Harare,Greendale,Mandara Water Tanks,-17.80936,31.15429,4766,1442,364,187,6,6765,70.45,21.32,5.38,2.76,0.09,2
